iter	RMSE
205	1300.342353
206	1300.185022
207	1299.795143
208	1299.119946
209	1298.555913
210	1297.143612
211	1296.632663
212	1295.805515
213	1295.624453
214	1295.296432
215	1295.029107
216	1294.610171
217	1293.975532
218	1293.779277
219	1292.901161
220	1292.813729
221	1292.110737
222	1291.849761
223	1291.155894
224	1290.480499
225	1290.188957
226	1290.028269
227	1289.865086
228	1289.669541
229	1289.409474
230	1289.339526
231	1288.62555
232	1287.82223
233	1287.742977
234	1287.337527
235	1286.65648
236	1285.779934
237	1285.626682
238	1284.057056
239	1283.029734
240	1282.128644
241	1281.786879
242	1281.405625
243	1280.743817
244	1280.693501
245	1280.110417
246	1278.488925
247	1277.923125
248	1277.860995
249	1277.100655
250	1276.633804
251	1276.181547
252	1275.568858
253	1274.66933
254	1274.306561
255	1273.924751
256	1273.579574
257	1273.206233
258	1272.551605
259	1271.871764
260	1271.301632
261	1270.740605
262	1269.281482
263	1267.881248
264	1267.835503
265	1267.284516
266	1266.817644
267	1266.771757
268	1266.380613
269	1265.768403
270	1265.318261
271	1264.779904
272	1263.802502
273	1263.484199
274	1262.895044
275	1262.55461
276	1262.132868
277	1261.382992
278	1260.875027
279	1259.084212
280	1257.312995
281	1256.644206
282	1256.334403
283	1255.70262
284	1254.972041
285	1254.937824
286	1254.521995
287	1252.961658
288	1252.541301
289	1251.390881
290	1250.495212
291	1250.207032
292	1249.959215
293	1248.308845
294	1247.905639
295	1247.439669
296	1246.801966
297	1245.792502
298	1245.734389
299	1245.700357
300	1245.349027
301	1244.833527
302	1244.502447
303	1244.154156
304	1242.358834
305	1240.895452
306	1240.723742
307	1239.006573
308	1238.663452
309	1238.491263
310	1237.106142
311	1236.631928
312	1236.27266
313	1234.682627
314	1233.093907
315	1232.279933
316	1232.004415
317	1231.715676
318	1230.77628
319	1229.255541
320	1229.211648
321	1229.15684
322	1227.702262
323	1226.717607
324	1225.685776
325	1225.196882
326	1225.144724
327	1224.4034
328	1223.799622
329	1223.651186
330	1223.599058
331	1222.895425
332	1222.099259
333	1221.842661
334	1221.441429
335	1221.163212
336	1220.704122
337	1219.867792
338	1219.05971
339	1218.151785
340	1217.333796
341	1216.671464
342	1215.913134
343	1215.09637
344	1214.345809
345	1214.318048
346	1213.457668
347	1212.715059
348	1212.471061
349	1211.456901
350	1210.878573
351	1210.380325
352	1209.137644
353	1207.843814
354	1207.237517
355	1206.528128
356	1206.032682
357	1204.790401
358	1204.008958
359	1203.70245
360	1203.112928
361	1202.781566
362	1202.649838
363	1202.376738
364	1200.940981
365	1200.681528
366	1199.423445
367	1199.15483
368	1198.008715
369	1197.583388
370	1196.627581
371	1195.383015
372	1195.16624
373	1194.262455
374	1193.485439
375	1193.224438
376	1193.126456
377	1192.824361
378	1192.087773
379	1191.26938
380	1190.736374
381	1190.181549
382	1188.959192
383	1188.493956
384	1187.408206
385	1186.74098
386	1186.440192
387	1185.901148
388	1184.411624
389	1183.663716
390	1183.001024
391	1182.099136
392	1180.909317
393	1179.763578
394	1179.097855
395	1178.314196
396	1178.003296
397	1177.708719
398	1176.513663
399	1175.483879
400	1175.196718
401	1175.055635
402	1174.664368
403	1174.444061
404	1174.00257
405	1173.756969
406	1171.406451
407	1170.407173
408	1170.295103
409	1169.693235
410	1168.458213
411	1168.033419
412	1167.38057
413	1166.262657
414	1165.096301
415	1164.242523
416	1163.374827
417	1162.827818
418	1161.667028
419	1161.168829
420	1160.278573
421	1159.014253
422	1158.020467
423	1157.436169
424	1157.246435
425	1156.204765
426	1154.81414
427	1153.735357
428	1153.352498
429	1152.246476
430	1151.737558
431	1150.98
432	1150.008971
433	1149.056469
434	1148.749267
435	1148.718496
436	1148.316007
437	1147.646343
438	1146.74701
439	1146.228725
440	1145.092335
441	1144.666574
442	1144.132068
443	1143.77906
444	1143.342585
445	1142.543845
446	1142.209977
447	1141.610761
448	1140.519455
449	1139.694809
450	1139.529716
451	1139.306627
452	1138.418629
453	1137.417131
454	1136.848715
455	1136.511587
456	1135.663752
457	1135.352453
458	1135.073759
459	1134.64095
460	1133.646156
461	1133.290799
462	1132.350638
463	1132.066853
464	1131.989824
465	1131.697878
466	1131.434845
467	1130.68446
468	1129.664582
469	1129.14948
470	1128.44438
471	1127.892786
472	1127.632061
473	1126.382987
474	1126.006026
475	1124.851222
476	1123.644997
477	1123.123421
478	1122.994334
479	1122.756456
480	1122.489357
481	1122.000946
482	1121.350297
483	1120.917244
484	1120.555911
485	1119.608733
486	1118.975342
487	1118.808533
488	1117.63744
489	1117.120372
490	1116.867789
491	1116.612958
492	1116.081877
493	1115.952057
494	1115.074094
495	1114.433245
496	1113.500508
497	1113.152464
498	1112.621698
499	1111.82181
500	1110.943289
501	1110.069481
502	1109.455106
503	1108.85224
504	1108.141815
505	1107.772483
506	1107.28233
507	1106.438803
508	1105.759128
509	1104.995401
510	1104.727239
511	1104.621792
512	1104.143108
513	1103.340694
514	1102.974428
515	1102.49942
516	1102.050114
517	1101.759875
518	1101.191199
519	1100.39616
520	1099.863702
521	1099.503261
522	1099.109515
523	1098.321624
524	1097.900295
525	1097.445001
526	1097.095188
527	1096.697295
528	1096.12163
529	1095.940001
530	1095.043264
531	1094.085681
532	1093.52174
533	1092.846904
534	1091.992699
535	1091.847258
536	1090.848736
537	1090.290227
538	1089.976939
539	1089.560541
540	1088.686941
541	1088.112383
542	1086.964217
543	1086.631717
544	1086.19713
545	1085.783588
546	1085.325482
547	1084.881938
548	1084.696911
549	1084.121822
550	1083.407395
551	1082.803258
552	1082.57395
553	1082.508256
554	1081.99001
555	1081.131747
556	1080.59498
557	1079.879242
558	1079.669441
559	1078.92219
560	1078.39924
561	1077.984984
562	1077.671527
563	1077.338643
564	1077.13536
565	1076.852498
566	1076.585657
567	1076.13793
568	1075.933044
569	1075.032041
570	1074.6405
571	1073.91001
572	1073.786104
573	1073.2385
574	1072.874209
575	1072.444858
576	1072.310555
577	1071.370026
578	1070.973542
579	1070.41278
580	1070.261262
581	1069.913208
582	1069.418209
583	1069.126964
584	1068.707497
585	1068.499089
586	1067.947878
587	1067.529646
588	1066.478995
589	1066.274394
590	1065.555377
591	1065.160401
592	1064.241352
593	1063.842203
594	1063.007592
595	1062.147953
596	1061.795284
597	1060.919503
598	1060.697027
599	1059.859704
600	1059.837415
601	1059.255347
602	1058.802433
603	1058.324818
604	1057.578125
605	1057.130994
606	1056.856399
607	1056.144322
608	1055.642964
609	1055.21358
610	1054.407022
611	1053.729015
612	1053.159762
613	1052.354265
614	1051.93927
615	1051.5906
616	1051.396694
617	1050.310683
618	1050.107057
619	1049.177746
620	1048.718087
621	1048.064765
622	1047.835697
623	1047.594126
624	1047.362716
625	1046.876893
626	1046.367054
627	1045.0278
628	1044.478143
629	1044.150476
630	1043.778509
631	1043.526813
632	1043.151063
633	1042.894138
634	1042.202671
635	1041.481769
636	1041.13943
637	1040.117372
638	1039.045536
639	1038.286077
640	1038.097548
641	1037.875239
642	1036.971396
643	1036.341604
644	1035.840734
645	1035.060571
646	1034.745256
647	1034.604761
648	1034.347837
649	1033.73591
650	1033.06856
651	1032.680112
652	1032.284006
653	1031.929772
654	1031.534811
655	1031.402903
656	1031.17079
657	1030.783034
658	1030.628701
659	1030.110511
660	1029.765927
661	1029.425418
662	1029.047936
663	1028.737875
664	1027.976731
665	1027.443383
666	1027.096563
667	1026.468837
668	1026.032709
669	1025.780048
670	1025.197846
671	1025.089718
672	1024.062055
673	1023.74027
674	1023.337129
675	1022.87437
676	1022.463107
677	1022.308436
678	1021.702429
679	1021.32036
680	1020.772006
681	1020.257831
682	1019.928821
683	1019.701699
684	1019.370645
685	1018.846499
686	1018.019447
687	1017.869011
688	1017.726954
689	1017.405001
690	1016.982298
691	1016.626951
692	1016.475947
693	1016.191104
694	1015.439463
695	1014.733722
696	1014.473802
697	1013.770401
698	1013.528955
699	1013.029908
700	1012.665666
701	1012.440292
702	1011.883057
703	1011.113479
704	1010.695023
705	1010.391201
706	1009.909962
707	1009.588408
708	1008.865108
709	1008.23569
710	1007.746213
711	1007.587963
712	1007.390024
713	1006.736734
714	1006.046158
715	1005.63701
716	1005.351487
717	1005.09938
718	1004.433726
719	1003.860842
720	1003.172593
721	1002.946275
722	1002.283593
723	1002.077293
724	1001.332245
725	1000.914244
726	1000.528931
727	999.9067835
728	999.2355736
729	998.7659945
730	998.3555494
731	997.9359569
732	997.6031507
733	997.131266
734	996.5369474
735	995.960249
736	995.7843266
737	995.1383979
738	994.9272789
739	994.5795059
740	993.8588805
741	993.5704881
742	993.3225516
743	993.0999036
744	992.6279963
745	991.8342914
746	991.1169984
747	990.2197752
748	989.9378087
749	989.7266387
750	989.5249769
751	989.2884798
752	988.8380069
753	988.1432036
754	987.349703
755	987.1511194
756	986.0453577
757	985.6031989
758	984.9327285
759	984.4208611
760	983.6465465
761	982.6215735
762	982.3864395
763	982.1303224
764	981.5902894
765	980.5566988
766	980.2360228
767	979.8582017
768	979.6330257
769	979.4105999
770	978.7881994
771	978.3142725
772	977.9472583
773	977.7924696
774	977.1070079
775	976.8784858
776	976.0358376
777	975.8611265
778	975.5725204
779	975.3547543
780	974.9602835
781	974.3299949
782	974.0261477
783	973.7882476
784	973.6226563
785	973.3609874
786	972.6254677
787	972.1351364
788	971.5136216
789	971.1119022
790	970.8111572
791	970.6258314
792	970.4808974
793	970.1227043
794	969.438316
795	968.69512
796	968.036742
797	967.8268585
798	967.684281
799	967.5465693
800	965.8305423
801	965.1647378
802	965.0635061
803	964.4695913
804	963.8816552
805	962.9487319
806	962.6792441
807	961.7212958
808	961.5789928
809	961.487035
810	960.9107242
811	960.3971808
812	960.13021
813	959.9278063
814	958.854466
815	958.6425127
816	958.1197299
817	957.9879579
818	957.6379665
819	956.9964689
820	956.6255408
821	955.8495261
822	955.5502304
823	955.3141317
824	955.1588527
825	955.0622038
826	954.9823101
827	954.3749212
828	954.1960424
829	953.8922841
830	953.0112415
831	952.8878166
832	952.5900456
833	952.2112616
834	951.7925103
835	951.1892722
836	950.8457868
837	950.283861
838	949.1671845
839	948.1265706
840	947.8487876
841	946.6666469
842	946.1654803
843	945.9144796
844	945.7373425
845	945.572702
846	945.404786
847	945.0415142
848	944.5922082
849	944.1436691
850	943.9734025
851	943.6833687
852	943.4640086
853	943.3870433
854	943.1834334
855	942.9988356
856	942.5901409
857	942.4461025
858	942.077705
859	941.5173869
860	941.5052177
861	941.0606899
862	940.8913278
863	940.5721714
864	940.0295936
865	939.6642482
866	939.2373582
867	938.0751416
868	937.6685866
869	936.9456467
870	936.7309575
871	936.3786352
872	936.0468021
873	935.2346331
874	934.8340086
875	934.3784217
876	934.1199362
877	934.0155497
878	933.4142124
879	932.9906878
880	932.4017158
881	932.0204524
882	931.3574131
883	930.8430428
884	930.1812831
885	929.9671254
886	929.7966356
887	929.2984665
888	928.6532154
889	928.5466771
890	928.4209264
891	927.7673096
892	927.4254891
893	927.2623521
894	927.134341
895	926.7967729
896	926.64613
897	926.5129686
898	925.7143634
899	925.4154527
900	925.1018021
901	924.9401877
902	924.5808429
903	924.4397441
904	924.2765758
905	923.8017373
906	923.4109314
907	922.7351323
908	922.248384
909	921.8495099
910	921.5732394
911	920.8801207
912	920.7035268
913	920.3060392
914	919.8269586
915	919.2554339
916	919.0417521
917	917.9657989
918	917.5806072
919	917.2759404
920	917.131549
921	917.0573355
922	916.0409725
923	915.4575915
924	915.0784505
925	914.8245431
926	914.0851416
927	913.9389925
928	913.6089782
929	913.3220329
930	913.068694
931	912.9325056
932	912.242013
933	911.9130151
934	911.707806
935	911.3864846
936	911.2021825
937	911.0380702
938	910.3090692
939	910.0570796
940	909.7483671
941	909.4911043
942	909.1598153
943	908.9162346
944	908.5411015
945	907.6314107
946	907.3895647
947	906.8273825
948	906.2935183
949	905.8288396
950	905.2473222
951	905.0074838
952	904.7641596
953	904.4601224
954	904.2290533
955	903.4167855
956	903.0986848
957	902.4218808
958	902.1542583
959	901.7354086
960	901.6614065
961	901.3992046
962	900.7426285
963	900.2616064
964	899.8847878
965	899.6907332
966	899.033954
967	898.7363466
968	898.602148
969	898.2447261
970	897.9633785
971	897.7382234
972	897.0276496
973	896.7527143
974	896.6164775
975	896.1694297
976	896.0259395
977	895.4322483
978	894.8611847
979	894.3379664
980	893.6806849
981	893.3570301
982	892.9943646
983	892.8210582
984	892.2811073
985	891.0533983
986	890.6469795
987	890.3598602
988	890.1456035
989	890.0394355
990	889.6906243
991	888.5659584
992	888.3110608
993	887.88163
994	887.647533
995	887.0597338
996	886.7163539
997	886.2843008
998	885.8285029
999	885.6368218
